file,duration,sample_rate,rms,peak,clipping_ratio,speech_ratio,silence_ratio,snr_estimate_db,decay_slope_db_per_s,spectral_centroid_hz,rolloff85_hz,tier
asr_final_20260808_133001_214.wav,3.728,16000,0.12928,0.9991,1.7e-05,0.8248,0.1752,34.97,-105.7,847.8,1353.3,likely_quiet
asr_final_20260808_133037_994.wav,2.96,16000,0.089201,0.9958,0.0,0.3878,0.6122,55.38,-339.9,858.4,1324.7,likely_quiet
asr_final_20260808_133200_436.wav,2.96,16000,0.08693,0.7747,0.0,0.6224,0.3776,46.66,126.0,588.3,723.0,likely_quiet
asr_final_20260808_133822_909.wav,2.96,16000,0.162837,0.9997,8.4e-05,0.5952,0.4048,31.47,-33.7,592.5,616.2,likely_quiet
asr_final_20260808_133833_460.wav,2.96,16000,0.056577,0.7116,0.0,0.381,0.619,46.69,-40.6,637.1,726.0,likely_quiet
asr_final_20260808_134158_188.wav,2.96,16000,0.04712,0.4105,0.0,0.7381,0.2619,34.42,-40.1,530.6,664.9,likely_quiet
asr_final_20260808_142447_921.wav,2.96,16000,0.147657,0.9999,6.3e-05,0.7551,0.2449,33.9,130.3,904.5,1549.0,likely_quiet
asr_final_20260808_142541_926.wav,5.52,16000,0.069923,0.9992,1.1e-05,0.4945,0.5055,39.05,11.9,803.8,1061.4,likely_quiet
asr_final_20260808_143910_600.wav,2.96,16000,0.064668,0.9994,2.1e-05,0.5952,0.4048,38.94,160.7,566.2,854.4,likely_quiet
asr_final_20260808_144042_757.wav,2.96,16000,0.124827,1.0,0.00019,0.432,0.568,34.76,110.7,438.3,456.8,likely_quiet
asr_final_20260808_144113_304.wav,3.216,16000,0.074737,0.9999,1.9e-05,0.3875,0.6125,32.18,-99.0,766.2,898.6,likely_quiet
asr_final_20260808_144543_874.wav,2.96,16000,0.226277,1.0,0.00019,0.6497,0.3503,25.07,172.8,720.1,1122.3,likely_quiet
asr_final_20260808_144546_666.wav,2.56,16000,0.174882,0.9999,2.4e-05,0.622,0.378,19.02,0.2,640.5,864.8,likely_farfield_or_muffled
asr_final_20260808_144549_466.wav,2.56,16000,0.100391,0.9173,0.0,0.6811,0.3189,24.44,-69.5,1053.8,1653.9,likely_quiet
asr_final_20260808_144558_983.wav,2.96,16000,0.030388,0.4145,0.0,0.4354,0.5646,55.53,-107.7,702.2,734.8,likely_quiet
asr_final_20260808_144721_635.wav,2.96,16000,0.11238,0.9843,0.0,0.5952,0.4048,24.97,26.2,887.1,1155.4,likely_quiet
asr_final_20260808_144724_689.wav,2.816,16000,0.085701,0.6887,0.0,0.5429,0.4571,67.61,-302.6,556.2,813.9,likely_quiet
asr_final_20260808_144752_359.wav,2.96,16000,0.089246,0.7144,0.0,0.6361,0.3639,18.73,67.8,816.6,1021.6,likely_farfield_or_muffled
asr_final_20260808_144940_425.wav,3.216,16000,0.098633,0.7783,0.0,0.7031,0.2969,22.92,96.3,796.9,1127.8,likely_quiet
asr_final_20260808_144957_720.wav,2.96,16000,0.074475,0.8899,0.0,0.8435,0.1565,68.47,530.8,772.3,1098.6,likely_quiet
asr_final_20260808_145113_626.wav,2.56,16000,0.087178,0.6148,0.0,0.6063,0.3937,17.27,106.3,879.1,1057.0,likely_farfield_or_muffled
asr_final_20260808_145306_517.wav,2.96,16000,0.110764,0.9998,2.1e-05,0.6224,0.3776,31.45,151.3,515.7,545.3,likely_quiet
asr_final_20260808_145310_344.wav,3.216,16000,0.083939,0.9991,1.9e-05,0.3375,0.6625,56.05,-77.3,697.2,823.1,likely_quiet
asr_final_20260808_145323_562.wav,2.96,16000,0.117395,0.9875,0.0,0.8571,0.1429,42.59,635.4,792.4,1090.2,likely_quiet
asr_final_20260808_145338_743.wav,2.96,16000,0.062387,0.6991,0.0,0.6156,0.3844,51.38,-159.2,982.6,1144.3,likely_quiet
asr_final_20260808_145430_360.wav,2.96,16000,0.050834,0.8958,0.0,0.4762,0.5238,51.8,-34.2,793.1,1064.9,likely_quiet
asr_final_20260808_145536_263.wav,2.96,16000,0.050553,0.9836,0.0,0.5714,0.4286,46.64,-15.2,798.0,1049.0,likely_quiet
asr_final_20260808_150203_719.wav,2.96,16000,0.098126,0.9892,0.0,0.4286,0.5714,32.95,-130.2,740.4,982.4,likely_quiet
asr_final_20260808_150206_839.wav,2.816,16000,0.073049,0.5609,0.0,0.6143,0.3857,37.83,336.1,467.9,591.6,likely_quiet
asr_final_20260808_150516_518.wav,2.96,16000,0.122205,1.0,2.1e-05,0.7075,0.2925,40.45,86.2,944.5,1068.6,likely_quiet
asr_final_20260808_150519_562.wav,2.816,16000,0.115167,0.9999,2.2e-05,0.6571,0.3429,53.07,-477.9,906.2,1333.1,likely_quiet
asr_final_20260808_150800_663.wav,2.96,16000,0.08215,0.844,0.0,0.5272,0.4728,39.17,61.8,598.6,722.0,likely_quiet
asr_final_20260808_150859_346.wav,3.984,16000,0.127114,1.0,6.3e-05,0.702,0.298,35.73,271.1,794.8,1253.8,likely_quiet
asr_final_20260808_150910_825.wav,3.216,16000,0.102609,0.5656,0.0,0.6594,0.3406,20.76,-80.6,684.8,852.9,likely_quiet
asr_final_20260808_151600_679.wav,2.96,16000,0.049606,0.3748,0.0,0.8605,0.1395,45.65,-208.2,717.0,1302.4,likely_quiet
asr_final_20260808_151609_622.wav,2.96,16000,0.072421,0.9369,0.0,0.6735,0.3265,37.84,-0.3,765.9,973.0,likely_quiet
asr_final_20260808_151716_908.wav,2.96,16000,0.068008,0.4581,0.0,0.6497,0.3503,50.08,-388.0,442.0,473.3,likely_quiet
asr_final_20260808_151740_200.wav,2.96,16000,0.112814,0.8772,0.0,0.6599,0.3401,68.39,55.5,670.3,748.0,likely_quiet
asr_final_20260808_151834_983.wav,2.96,16000,0.168955,0.9999,0.000106,0.7109,0.2891,45.23,243.4,665.7,1069.9,likely_quiet
asr_final_20260808_151840_612.wav,2.96,16000,0.107667,0.9991,2.1e-05,0.2721,0.7279,64.34,-256.8,519.1,619.6,likely_quiet
asr_final_20260808_152348_585.wav,2.96,16000,0.125612,1.0,8.4e-05,0.6224,0.3776,37.49,-4.5,695.8,843.9,likely_quiet
asr_final_20260808_153908_848.wav,2.96,16000,0.125442,0.9996,4.2e-05,0.534,0.466,35.94,-17.1,790.5,1293.9,likely_quiet
asr_final_20260808_153913_224.wav,2.96,16000,0.1731,0.9991,2.1e-05,0.534,0.466,26.7,-141.1,636.8,814.5,likely_quiet
asr_final_20260808_153916_101.wav,2.56,16000,0.081421,0.9992,2.4e-05,0.6969,0.3031,34.95,85.4,549.2,812.1,likely_quiet
asr_final_20260808_153950_839.wav,2.96,16000,0.046761,0.7404,0.0,0.398,0.602,41.64,101.8,648.3,895.9,likely_quiet
asr_final_20260808_154033_143.wav,2.96,16000,0.111112,1.0,4.2e-05,0.5986,0.4014,26.84,-81.5,820.4,1396.6,likely_quiet
asr_final_20260808_154045_880.wav,2.96,16000,0.13515,1.0,4.2e-05,0.6633,0.3367,35.12,188.3,615.4,715.5,likely_quiet
asr_final_20260808_154048_919.wav,2.816,16000,0.122277,0.9993,2.2e-05,0.5821,0.4179,47.51,-104.1,415.9,519.5,likely_quiet
asr_final_20260808_155230_101.wav,5.264,16000,0.09498,1.0,7.1e-05,0.3263,0.6737,37.37,-50.0,579.9,945.3,likely_quiet
asr_final_20260808_155748_066.wav,2.96,16000,0.061344,0.9654,0.0,0.466,0.534,42.6,13.9,837.5,1090.5,likely_quiet
asr_final_20260808_155822_379.wav,2.96,16000,0.132823,0.9887,0.0,0.7993,0.2007,46.83,-143.9,836.9,1003.0,likely_quiet
asr_final_20260808_155833_578.wav,2.96,16000,0.068604,0.8564,0.0,0.7075,0.2925,60.07,-196.5,666.2,662.5,likely_quiet
asr_final_20260808_155850_794.wav,2.96,16000,0.085639,0.8802,0.0,0.6463,0.3537,31.43,243.5,728.9,926.7,likely_quiet
asr_final_20260808_155853_605.wav,2.56,16000,0.064064,0.6884,0.0,0.5,0.5,16.43,51.4,701.3,909.4,likely_farfield_or_muffled
asr_final_20260808_160105_647.wav,2.816,16000,0.076836,0.7946,0.0,0.5536,0.4464,18.72,56.4,999.1,1158.4,likely_moderate
asr_final_20260808_160154_519.wav,2.96,16000,0.057487,0.5363,0.0,0.6939,0.3061,23.47,142.3,718.8,850.3,likely_quiet
asr_final_20260808_160304_929.wav,2.96,16000,0.085245,0.7092,0.0,0.8503,0.1497,50.5,-337.1,754.0,1033.8,likely_quiet
asr_final_20260808_160307_999.wav,2.816,16000,0.09234,0.7197,0.0,0.8786,0.1214,78.2,,813.4,1203.8,likely_quiet
asr_final_20260808_160316_546.wav,2.96,16000,0.062156,0.5471,0.0,0.7551,0.2449,28.86,154.5,778.5,950.0,likely_quiet
asr_final_20260808_160359_271.wav,2.96,16000,0.044972,0.4967,0.0,0.7109,0.2891,65.06,-247.0,940.4,1369.3,likely_quiet
asr_final_20260808_164112_735.wav,2.96,16000,0.074134,0.9851,0.0,0.2347,0.7653,36.47,-57.5,703.8,1052.0,likely_quiet
asr_final_20260808_165047_175.wav,4.752,16000,0.136585,1.0,0.00025,0.3066,0.6934,39.1,-152.4,641.2,719.5,likely_quiet
asr_final_20260808_165050_064.wav,2.56,16000,0.1718,1.0,0.000122,0.3661,0.6339,51.05,-251.9,644.4,847.7,likely_quiet
asr_final_20260808_165054_601.wav,4.352,16000,0.191314,0.9999,0.000129,0.612,0.388,46.13,95.5,591.2,805.1,likely_quiet
asr_final_20260808_165059_718.wav,4.864,16000,0.108901,0.9212,0.0,0.7004,0.2996,39.76,-124.6,711.4,992.8,likely_quiet
asr_final_20260808_170435_118.wav,2.96,16000,0.111912,1.0,6.3e-05,0.6837,0.3163,32.87,117.5,710.6,857.1,likely_quiet
asr_final_20260808_170739_898.wav,2.96,16000,0.070613,0.9989,0.0,0.6633,0.3367,33.86,102.6,448.7,804.7,likely_quiet
asr_final_20260808_175731_349.wav,2.96,16000,0.040044,0.654,0.0,0.2857,0.7143,31.52,11.8,472.0,848.3,likely_quiet
asr_final_20260808_180206_331.wav,2.56,16000,0.069666,0.9998,4.9e-05,0.2323,0.7677,41.91,-64.5,429.0,612.9,likely_quiet
asr_final_20260808_181016_200.wav,2.96,16000,0.044715,0.7715,0.0,0.3367,0.6633,29.8,13.8,414.2,506.1,likely_quiet
asr_final_20260808_181746_566.wav,2.96,16000,0.31237,1.0,0.00057,0.8435,0.1565,41.15,,355.3,669.3,likely_quiet
asr_final_20260808_181751_452.wav,4.496,16000,0.159053,1.0,9.7e-05,0.6161,0.3839,37.25,-66.6,490.2,703.5,likely_quiet
asr_final_20260808_181939_178.wav,2.96,16000,0.110928,0.9999,6.3e-05,0.2381,0.7619,42.42,-91.3,761.7,1159.1,likely_quiet
asr_final_20260808_181943_024.wav,2.96,16000,0.168893,1.0,0.000148,0.534,0.466,41.41,-170.7,592.7,961.8,likely_quiet
asr_final_20260808_182009_412.wav,2.96,16000,0.180918,0.9999,4.2e-05,0.7857,0.2143,41.69,-112.5,513.9,685.8,likely_quiet
asr_final_20260808_182014_458.wav,2.96,16000,0.074937,0.9964,0.0,0.5272,0.4728,43.15,113.7,959.3,1063.9,likely_quiet
asr_final_20260808_182022_960.wav,2.96,16000,0.071361,0.9676,0.0,0.7415,0.2585,41.29,-189.0,622.7,1035.5,likely_quiet
asr_final_20260808_183001_265.wav,2.96,16000,0.051598,0.489,0.0,0.3946,0.6054,38.37,-13.0,509.6,553.4,likely_quiet
asr_final_20260808_183913_150.wav,2.96,16000,0.075472,1.0,4.2e-05,0.3435,0.6565,34.76,-66.7,810.8,1017.2,likely_quiet
asr_final_20260808_184013_549.wav,2.96,16000,0.069012,0.8441,0.0,0.3333,0.6667,31.41,28.3,371.0,689.2,likely_quiet
asr_final_20260808_184839_389.wav,2.96,16000,0.153358,0.9999,0.000127,0.5918,0.4082,32.23,0.9,589.1,792.9,likely_quiet
asr_final_20260808_193337_017.wav,3.216,16000,0.08722,0.9989,0.0,0.4062,0.5938,29.51,-0.6,465.7,699.3,likely_quiet
asr_final_20260808_194604_532.wav,2.96,16000,0.083977,1.0,2.1e-05,0.3129,0.6871,31.77,-45.4,795.2,978.7,likely_quiet
asr_final_20260808_201146_977.wav,2.96,16000,0.047288,0.5894,0.0,0.2075,0.7925,32.62,-76.9,414.4,381.1,likely_quiet
asr_final_20260808_201831_353.wav,2.96,16000,0.050845,0.6701,0.0,0.2347,0.7653,32.99,23.8,392.5,366.2,likely_quiet
asr_final_20260808_202418_997.wav,2.96,16000,0.04827,0.9543,0.0,0.2551,0.7449,33.7,-40.0,447.2,489.9,likely_quiet
asr_final_20260808_203237_489.wav,2.96,16000,0.09133,1.0,6.3e-05,0.3401,0.6599,34.88,-55.4,435.3,475.0,likely_quiet
asr_final_20260808_204225_679.wav,2.96,16000,0.091778,0.9529,0.0,0.3095,0.6905,34.75,-112.1,517.8,753.0,likely_quiet
asr_final_20260808_205201_497.wav,2.96,16000,0.145793,1.0,6.3e-05,0.6735,0.3265,33.89,143.3,378.8,416.2,likely_quiet
asr_final_20260808_205321_796.wav,2.96,16000,0.09777,0.9999,2.1e-05,0.4592,0.5408,37.28,-39.1,680.8,842.9,likely_quiet
asr_final_20260808_205325_695.wav,2.96,16000,0.119202,0.9985,0.0,0.5102,0.4898,39.34,-177.7,562.8,766.6,likely_quiet
asr_final_20260808_205913_091.wav,2.96,16000,0.10546,0.9975,0.0,0.5578,0.4422,36.39,169.9,405.3,464.5,likely_quiet
asr_final_20260808_210717_854.wav,2.96,16000,0.102452,0.9863,0.0,0.5102,0.4898,23.58,81.9,271.4,344.6,likely_quiet
asr_final_20260808_211414_450.wav,5.008,16000,0.190127,1.0,0.000112,0.6573,0.3427,19.77,25.5,280.9,329.5,likely_farfield_or_muffled
asr_final_20260808_212139_274.wav,2.96,16000,0.060095,0.6141,0.0,0.2993,0.7007,32.82,39.7,391.1,428.4,likely_quiet
asr_final_20260808_212747_138.wav,2.96,16000,0.115509,0.9999,8.4e-05,0.3061,0.6939,36.56,-46.0,530.7,728.0,likely_quiet
asr_final_20260808_213109_381.wav,2.96,16000,0.033771,0.3942,0.0,0.2279,0.7721,35.76,-21.8,460.6,837.8,likely_quiet
asr_final_20260808_213718_010.wav,2.96,16000,0.060279,0.9702,0.0,0.5408,0.4592,24.3,21.2,262.4,343.6,likely_quiet
asr_final_20260808_214130_228.wav,2.96,16000,0.221501,1.0,0.000253,0.8299,0.1701,34.51,128.0,491.4,807.4,likely_quiet
asr_final_20260808_214133_238.wav,2.816,16000,0.217964,1.0,6.7e-05,0.7107,0.2893,15.36,-31.0,363.5,569.6,likely_farfield_or_muffled
asr_final_20260808_215411_040.wav,2.96,16000,0.064622,0.8815,0.0,0.4456,0.5544,31.46,91.3,281.8,277.7,likely_quiet
asr_final_20260808_221109_123.wav,2.96,16000,0.072835,0.9999,2.1e-05,0.3741,0.6259,34.03,17.6,388.2,373.6,likely_quiet
asr_final_20260808_221323_196.wav,2.96,16000,0.106751,1.0,4.2e-05,0.415,0.585,32.85,-4.4,776.8,815.9,likely_quiet
asr_final_20260808_221327_299.wav,2.96,16000,0.033294,0.3913,0.0,0.2347,0.7653,31.62,-113.1,473.3,640.9,likely_quiet
asr_final_20260808_223120_227.wav,5.52,16000,0.099719,0.9999,6.8e-05,0.4836,0.5164,31.18,0.8,545.6,818.8,likely_quiet
asr_final_20260808_223130_721.wav,2.96,16000,0.280536,1.0,0.000486,0.8095,0.1905,29.06,-19.4,542.6,665.9,likely_quiet
asr_final_20260808_224051_779.wav,2.96,16000,0.123113,1.0,0.000106,0.2415,0.7585,42.16,-136.9,629.0,793.2,likely_quiet
asr_final_20260808_224058_255.wav,2.96,16000,0.23784,1.0,0.000232,0.5646,0.4354,14.52,11.0,606.6,811.8,likely_farfield_or_muffled
asr_final_20260808_224101_079.wav,2.56,16000,0.089039,0.9999,7.3e-05,0.6929,0.3071,31.52,-42.1,649.0,853.5,likely_quiet
asr_final_20260808_225006_126.wav,2.96,16000,0.231752,1.0,0.000148,0.7347,0.2653,13.06,85.3,473.8,796.3,likely_farfield_or_muffled
asr_final_20260808_225009_072.wav,2.816,16000,0.153508,1.0,6.7e-05,0.525,0.475,23.48,-36.4,627.2,812.5,likely_quiet
asr_final_20260809_010606_023.wav,2.96,16000,0.124734,0.9445,0.0,0.3571,0.6429,50.01,-230.3,692.1,740.9,likely_quiet
asr_final_20260809_010856_749.wav,2.96,16000,0.130764,0.9999,0.000106,0.551,0.449,46.31,-109.8,561.8,751.4,likely_quiet
asr_final_20260809_011619_157.wav,2.96,16000,0.126515,0.9968,0.0,0.6701,0.3299,33.35,125.8,552.3,656.8,likely_quiet
asr_final_20260809_011623_169.wav,2.96,16000,0.272679,1.0,0.00038,0.7449,0.2551,23.77,175.0,517.5,681.1,likely_quiet
asr_final_20260809_011627_094.wav,2.96,16000,0.220662,1.0,0.000148,0.8163,0.1837,38.46,5.8,709.6,979.1,likely_quiet
asr_final_20260809_011629_882.wav,2.56,16000,0.176759,0.9999,4.9e-05,0.563,0.437,12.88,100.5,618.6,842.2,likely_farfield_or_muffled
asr_final_20260809_011632_666.wav,2.56,16000,0.060121,0.4408,0.0,0.7874,0.2126,29.61,175.0,369.3,452.7,likely_quiet
asr_final_20260809_011706_741.wav,2.96,16000,0.053559,0.9888,0.0,0.3129,0.6871,50.58,-12.6,917.2,1609.8,likely_quiet
asr_final_20260809_011756_359.wav,2.96,16000,0.045253,0.555,0.0,0.6871,0.3129,37.96,39.5,967.8,1152.0,likely_quiet
asr_final_20260809_012403_472.wav,2.96,16000,0.147581,1.0,0.000127,0.5782,0.4218,54.31,-169.0,580.7,704.7,likely_quiet
asr_final_20260809_012431_247.wav,5.52,16000,0.186478,1.0,4.5e-05,0.3836,0.6164,78.51,-465.4,382.7,373.6,likely_quiet
asr_final_20260809_012445_691.wav,5.264,16000,0.182307,0.9783,0.0,0.687,0.313,73.1,-318.4,422.6,541.0,likely_quiet
asr_final_20260809_012502_830.wav,5.776,16000,0.115392,0.7903,0.0,0.5781,0.4219,71.86,-484.3,480.8,660.3,likely_quiet
asr_final_20260809_012550_893.wav,5.52,16000,0.11122,0.8866,0.0,0.3527,0.6473,78.85,627.0,465.1,576.3,likely_quiet
asr_final_20260809_012613_450.wav,5.264,16000,0.123222,0.8807,0.0,0.3779,0.6221,80.26,-0.0,558.7,635.8,likely_quiet
asr_final_20260809_012623_971.wav,5.008,16000,0.1218,0.9077,0.0,0.2806,0.7194,82.24,151.1,467.3,580.7,likely_quiet
asr_final_20260809_012635_055.wav,5.264,16000,0.097136,0.8318,0.0,0.3282,0.6718,80.17,-0.0,562.2,693.2,likely_quiet
asr_final_20260809_012813_065.wav,2.304,16000,0.07466,0.7196,0.0,0.2588,0.7412,66.88,-375.7,601.5,671.9,likely_quiet
asr_final_20260809_012820_344.wav,1.424,16000,0.16403,0.9681,0.0,0.7643,0.2357,69.2,,638.7,778.8,likely_quiet
asr_final_20260809_012840_030.wav,2.96,16000,0.090639,0.9385,0.0,0.5374,0.4626,76.22,-355.3,593.5,703.0,likely_quiet
asr_final_20260809_013932_020.wav,2.96,16000,0.106581,0.7791,0.0,0.7177,0.2823,47.12,-232.7,649.7,736.8,likely_quiet
asr_final_20260809_014831_393.wav,2.96,16000,0.09162,0.9998,2.1e-05,0.6531,0.3469,29.58,-124.5,701.0,888.2,likely_quiet
asr_final_20260809_014834_273.wav,2.56,16000,0.070558,0.9675,0.0,0.5709,0.4291,52.03,-186.0,771.7,820.3,likely_quiet
asr_final_20260809_015151_808.wav,2.96,16000,0.243077,0.9999,0.000211,0.8095,0.1905,28.63,235.7,793.6,1015.5,likely_quiet
asr_final_20260809_015202_360.wav,2.96,16000,0.111656,0.7002,0.0,0.6463,0.3537,21.74,246.2,694.9,828.0,likely_quiet
asr_final_20260809_020344_059.wav,2.96,16000,0.089892,0.9994,6.3e-05,0.5748,0.4252,43.14,-63.4,698.1,835.1,likely_quiet
asr_final_20260809_020350_114.wav,2.96,16000,0.083989,0.9999,2.1e-05,0.3605,0.6395,42.83,-53.4,520.6,643.2,likely_quiet
asr_final_20260809_020702_129.wav,2.96,16000,0.04984,0.5202,0.0,0.4354,0.5646,32.1,-105.0,623.9,717.2,likely_quiet
asr_final_20260809_020801_791.wav,2.96,16000,0.108146,0.9999,6.3e-05,0.4966,0.5034,49.4,-25.3,540.8,701.7,likely_quiet
asr_final_20260809_020843_239.wav,2.96,16000,0.075468,0.9959,0.0,0.2993,0.7007,46.87,-247.7,815.8,1152.4,likely_quiet
asr_final_20260809_021007_780.wav,2.96,16000,0.069309,0.8911,0.0,0.4524,0.5476,47.62,-111.1,922.1,1416.9,likely_quiet
asr_final_20260809_021937_009.wav,2.96,16000,0.156748,1.0,6.3e-05,0.3027,0.6973,48.39,-95.3,529.2,692.9,likely_quiet
asr_final_20260809_022858_191.wav,9.616,16000,0.159731,0.9999,0.000117,0.7021,0.2979,45.0,-57.0,688.7,818.7,likely_quiet
asr_final_20260809_022913_313.wav,2.96,16000,0.119373,0.8466,0.0,0.5986,0.4014,27.83,95.2,947.3,1529.4,likely_quiet
asr_final_20260809_030555_634.wav,2.96,16000,0.115772,1.0,4.2e-05,0.2177,0.7823,57.73,-248.6,618.4,831.1,likely_quiet
asr_final_20260809_030558_679.wav,2.816,16000,0.058414,0.9142,0.0,0.35,0.65,50.76,-102.8,645.0,846.2,likely_quiet
asr_final_20260809_030800_369.wav,2.96,16000,0.06084,0.5109,0.0,0.7347,0.2653,51.0,3.8,682.8,772.6,likely_quiet
asr_final_20260809_030803_155.wav,2.56,16000,0.118442,0.9957,0.0,0.7953,0.2047,34.99,-135.0,596.6,754.3,likely_quiet
asr_final_20260809_031318_757.wav,2.96,16000,0.07476,0.9388,0.0,0.7551,0.2449,51.6,-279.6,932.5,1764.5,likely_quiet
asr_final_20260809_033808_615.wav,2.96,16000,0.113342,0.9998,6.3e-05,0.5,0.5,46.88,-228.3,900.7,1307.8,likely_quiet
asr_final_20260809_033812_678.wav,2.96,16000,0.112855,0.9999,4.2e-05,0.4864,0.5136,49.26,-182.4,859.1,1049.7,likely_quiet
asr_final_20260809_033816_115.wav,2.96,16000,0.187041,1.0,0.00019,0.7109,0.2891,46.69,-151.2,721.3,814.9,likely_quiet
asr_final_20260809_033842_613.wav,2.96,16000,0.078072,0.9325,0.0,0.6633,0.3367,29.09,-5.9,658.9,772.3,likely_quiet
asr_final_20260809_033908_209.wav,2.96,16000,0.089462,0.9951,0.0,0.5884,0.4116,39.76,66.4,846.6,1176.7,likely_quiet
asr_final_20260809_033926_498.wav,2.96,16000,0.141616,1.0,0.000106,0.568,0.432,51.79,-65.0,877.9,1055.1,likely_quiet
asr_final_20260809_033934_906.wav,2.96,16000,0.1058,0.9977,0.0,0.3946,0.6054,47.75,-139.7,981.5,1552.7,likely_quiet
asr_final_20260809_034056_758.wav,2.96,16000,0.039457,0.4357,0.0,0.5748,0.4252,42.79,19.9,641.1,710.1,likely_quiet
asr_final_20260809_035850_921.wav,2.96,16000,0.056033,0.9109,0.0,0.602,0.398,32.17,20.3,790.5,1504.4,likely_quiet
asr_final_20260809_041315_465.wav,2.96,16000,0.049367,0.7433,0.0,0.602,0.398,41.85,-33.7,523.6,759.5,likely_quiet
asr_final_20260809_041345_079.wav,2.96,16000,0.094323,0.998,0.0,0.4898,0.5102,43.88,-154.4,562.7,634.5,likely_quiet
asr_final_20260809_041550_861.wav,2.96,16000,0.225075,0.9999,4.2e-05,0.8265,0.1735,39.37,290.5,640.7,755.4,likely_quiet
asr_final_20260809_041606_922.wav,5.264,16000,0.105686,0.7282,0.0,0.5248,0.4752,24.71,60.8,620.4,704.6,likely_quiet
asr_final_20260809_041647_394.wav,5.52,16000,0.05538,0.675,0.0,0.6164,0.3836,59.21,-98.2,658.0,834.2,likely_quiet
asr_final_20260809_041959_852.wav,5.52,16000,0.070429,0.7764,0.0,0.4127,0.5873,73.32,-305.0,676.1,678.3,likely_quiet
asr_final_20260809_042041_953.wav,2.96,16000,0.060085,0.4618,0.0,0.7109,0.2891,42.58,-87.9,617.4,764.5,likely_quiet
asr_final_20260809_045704_450.wav,5.264,16000,0.140196,0.9999,8.3e-05,0.7271,0.2729,48.73,-186.1,729.3,992.8,likely_quiet
asr_final_20260809_045707_335.wav,2.56,16000,0.123465,0.8344,0.0,0.5709,0.4291,18.15,85.3,580.7,892.2,likely_farfield_or_muffled
asr_final_20260809_045710_191.wav,2.56,16000,0.127864,0.996,0.0,0.5472,0.4528,25.26,-22.0,840.1,1082.0,likely_quiet
asr_final_20260809_045931_459.wav,5.52,16000,0.095001,0.9999,4.5e-05,0.2182,0.7818,78.74,-165.9,402.9,512.7,likely_quiet
asr_final_20260809_053100_358.wav,2.96,16000,0.105665,0.9994,2.1e-05,0.6837,0.3163,51.09,163.8,758.6,862.5,likely_quiet
asr_final_20260809_053439_298.wav,2.96,16000,0.042951,0.564,0.0,0.3946,0.6054,60.34,-306.3,417.9,645.3,likely_quiet
asr_final_20260809_054138_514.wav,5.264,16000,0.093185,0.9977,0.0,0.7328,0.2672,50.36,214.1,617.3,849.4,likely_quiet
asr_final_20260809_054239_324.wav,2.96,16000,0.120784,0.9785,0.0,0.585,0.415,23.47,24.9,653.0,784.8,likely_quiet
asr_final_20260809_060217_626.wav,2.96,16000,0.137606,0.9999,0.000106,0.5442,0.4558,47.18,-141.0,833.2,926.4,likely_quiet
asr_final_20260809_060244_691.wav,2.96,16000,0.128584,0.9993,2.1e-05,0.7653,0.2347,37.21,39.0,921.2,2109.8,likely_quiet
asr_final_20260809_060250_359.wav,2.96,16000,0.098602,0.9688,0.0,0.6054,0.3946,42.35,48.9,662.6,1001.4,likely_quiet
asr_final_20260809_060255_225.wav,2.96,16000,0.076917,0.9962,0.0,0.2891,0.7109,52.95,-133.4,872.5,1102.4,likely_quiet
asr_final_20260809_061157_419.wav,2.96,16000,0.147812,0.9999,8.4e-05,0.3401,0.6599,48.65,320.0,745.3,1001.4,likely_quiet
asr_final_20260809_061200_263.wav,2.56,16000,0.107626,0.9999,7.3e-05,0.3622,0.6378,57.03,-289.2,804.4,1372.7,likely_quiet
asr_final_20260809_061203_799.wav,2.96,16000,0.128679,0.998,0.0,0.551,0.449,48.89,-3.6,680.6,1042.9,likely_quiet
asr_final_20260809_061635_640.wav,2.96,16000,0.114995,0.9999,2.1e-05,0.5748,0.4252,38.51,-20.4,600.8,690.9,likely_quiet
asr_final_20260809_062155_639.wav,2.96,16000,0.111351,0.9999,6.3e-05,0.5102,0.4898,41.67,30.1,669.5,748.0,likely_quiet
asr_final_20260809_065530_840.wav,2.96,16000,0.048604,0.9837,0.0,0.2517,0.7483,39.68,-53.8,744.4,818.2,likely_quiet
asr_final_20260809_070219_234.wav,2.96,16000,0.139899,0.9999,8.4e-05,0.7075,0.2925,36.67,-12.7,1016.9,1409.1,likely_quiet
asr_final_20260809_070237_875.wav,2.96,16000,0.074302,0.9993,2.1e-05,0.585,0.415,39.88,-19.3,723.3,1008.1,likely_quiet
asr_final_20260809_070532_757.wav,2.96,16000,0.100022,0.9985,0.0,0.6701,0.3299,24.89,20.2,795.2,1242.9,likely_quiet
asr_final_20260809_071003_000.wav,5.776,16000,0.211713,1.0,0.000162,0.691,0.309,27.29,39.6,611.3,777.5,likely_quiet
asr_final_20260809_071005_875.wav,2.56,16000,0.084374,0.9958,0.0,0.689,0.311,62.79,-220.4,675.8,703.1,likely_quiet
asr_final_20260809_071105_574.wav,2.96,16000,0.108436,0.7096,0.0,0.7551,0.2449,32.97,211.5,647.2,933.1,likely_quiet
asr_final_20260809_072104_544.wav,2.96,16000,0.084222,0.7331,0.0,0.6803,0.3197,24.73,55.0,913.7,1293.2,likely_quiet
