file,duration,sample_rate,rms,peak,clipping_ratio,speech_ratio,silence_ratio,snr_estimate_db,decay_slope_db_per_s,spectral_centroid_hz,rolloff85_hz,tier
asr_final_20260807_005934_267.wav,3.216,16000,0.204201,0.9686,0.0,0.5719,0.4281,78.99,-612.3,447.4,590.2,likely_quiet
asr_final_20260807_010006_029.wav,3.216,16000,0.181084,0.9685,0.0,0.425,0.575,79.64,-368.1,555.4,777.4,likely_quiet
asr_final_20260807_010039_084.wav,2.96,16000,0.165722,0.9558,0.0,0.4898,0.5102,75.1,-676.1,449.1,545.6,likely_quiet
asr_final_20260807_010122_701.wav,2.96,16000,0.209633,0.9752,0.0,0.7075,0.2925,79.87,-241.9,559.3,770.3,likely_quiet
asr_final_20260807_013215_715.wav,2.96,16000,0.258315,0.9999,0.00019,0.8639,0.1361,50.53,630.4,631.6,797.0,likely_quiet
asr_final_20260807_013230_587.wav,2.96,16000,0.141445,0.7162,0.0,0.7075,0.2925,68.03,-604.0,568.9,778.4,likely_quiet
asr_final_20260807_013357_098.wav,2.96,16000,0.131227,0.7697,0.0,0.6531,0.3469,71.68,-335.4,642.6,799.7,likely_quiet
asr_final_20260807_013623_772.wav,2.96,16000,0.169271,0.7009,0.0,0.7789,0.2211,24.51,284.0,411.0,541.6,likely_quiet
asr_final_20260807_013656_919.wav,2.96,16000,0.170223,0.7892,0.0,0.8299,0.1701,62.05,-479.5,540.3,826.4,likely_quiet
asr_final_20260807_013723_241.wav,2.96,16000,0.113728,0.7473,0.0,0.6156,0.3844,76.51,-204.5,479.6,746.3,likely_quiet
asr_final_20260807_013756_493.wav,2.96,16000,0.123704,0.778,0.0,0.6565,0.3435,66.89,-188.5,531.6,787.5,likely_quiet
asr_final_20260807_013821_896.wav,2.96,16000,0.117033,0.7534,0.0,0.5986,0.4014,65.42,-573.7,501.8,735.8,likely_quiet
asr_final_20260807_060903_720.wav,1.28,16000,0.150534,1.0,4.9e-05,0.4524,0.5476,76.18,-30.4,758.0,870.3,likely_quiet
asr_final_20260807_060920_369.wav,3.216,16000,0.142367,0.8066,0.0,0.8094,0.1906,48.96,0.6,847.6,1458.0,likely_quiet
asr_final_20260807_061354_946.wav,1.792,16000,0.101034,0.7103,0.0,0.7288,0.2712,25.75,84.0,787.7,980.5,likely_quiet
asr_final_20260807_061404_935.wav,2.56,16000,0.168551,0.7853,0.0,0.7205,0.2795,18.85,1.4,758.9,884.8,likely_farfield_or_muffled
asr_final_20260807_061425_444.wav,5.264,16000,0.107478,0.681,0.0,0.5,0.5,69.86,-239.3,828.7,1217.7,likely_quiet
asr_final_20260807_064935_693.wav,7.168,16000,0.133551,0.9544,0.0,0.4364,0.5636,76.33,-447.7,814.2,1028.0,likely_quiet
asr_final_20260807_065040_667.wav,5.52,16000,0.161541,0.7942,0.0,0.7691,0.2309,70.87,213.1,687.9,938.0,likely_quiet
asr_final_20260807_065056_289.wav,2.96,16000,0.101807,0.6357,0.0,0.5034,0.4966,26.1,-61.8,825.5,1195.3,likely_quiet
asr_final_20260807_070349_429.wav,2.048,16000,0.106794,0.8986,0.0,0.1626,0.8374,75.0,-235.9,955.0,1229.0,likely_quiet
asr_final_20260807_070359_066.wav,1.28,16000,0.293475,0.9625,0.0,0.8016,0.1984,10.0,162.1,782.4,1101.6,likely_farfield_or_muffled
asr_final_20260807_070418_106.wav,2.96,16000,0.148633,0.8091,0.0,0.6837,0.3163,36.51,283.7,645.3,867.6,likely_quiet
asr_final_20260807_070433_233.wav,2.96,16000,0.081557,0.751,0.0,0.534,0.466,33.42,-125.2,672.0,876.7,likely_quiet
asr_final_20260807_070549_980.wav,5.52,16000,0.24026,0.9489,0.0,0.7727,0.2273,20.52,195.9,767.4,1267.4,likely_quiet
asr_final_20260807_070559_452.wav,1.792,16000,0.109344,0.8649,0.0,0.2938,0.7062,80.8,-557.8,1093.3,1438.1,likely_quiet
asr_final_20260807_070602_583.wav,2.96,16000,0.153899,0.9334,0.0,0.3469,0.6531,77.41,-379.1,805.6,1245.6,likely_quiet
asr_final_20260807_070615_060.wav,5.776,16000,0.205225,0.9545,0.0,0.7656,0.2344,73.01,-621.8,747.8,1370.5,likely_quiet
asr_final_20260807_070622_691.wav,2.96,16000,0.099635,0.6978,0.0,0.7245,0.2755,53.62,-14.6,674.5,859.8,likely_quiet
asr_final_20260807_070631_706.wav,2.96,16000,0.114338,0.7149,0.0,0.7959,0.2041,63.76,-563.1,543.0,603.7,likely_quiet
asr_final_20260807_070702_605.wav,3.472,16000,0.12619,0.6514,0.0,0.7478,0.2522,39.7,282.2,460.0,638.2,likely_quiet
asr_final_20260807_070705_323.wav,2.56,16000,0.045481,0.3338,0.0,0.4213,0.5787,22.48,-61.3,401.9,636.3,likely_quiet
asr_final_20260807_071436_997.wav,2.96,16000,0.096927,1.0,4.2e-05,0.5714,0.4286,43.32,-181.6,925.2,1206.8,likely_quiet
asr_final_20260807_071846_777.wav,2.96,16000,0.190556,0.9992,6.3e-05,0.6769,0.3231,23.81,278.3,814.6,1301.0,likely_quiet
asr_final_20260807_071849_621.wav,2.56,16000,0.076952,0.7391,0.0,0.4331,0.5669,64.69,82.0,571.9,598.0,likely_quiet
asr_final_20260807_071852_676.wav,2.816,16000,0.058864,0.6014,0.0,0.5786,0.4214,49.84,147.6,533.7,598.4,likely_quiet
asr_final_20260807_072023_121.wav,5.008,16000,0.089994,0.9537,0.0,0.6172,0.3828,25.92,22.9,769.1,963.5,likely_quiet
asr_final_20260807_072036_388.wav,2.96,16000,0.058056,0.4342,0.0,0.7755,0.2245,37.26,300.1,596.0,741.9,likely_quiet
asr_final_20260807_072331_245.wav,2.96,16000,0.054114,0.8122,0.0,0.3673,0.6327,51.65,-84.7,675.8,756.8,likely_quiet
asr_final_20260807_072413_155.wav,2.96,16000,0.138511,1.0,2.1e-05,0.585,0.415,49.81,-77.2,703.5,859.1,likely_quiet
asr_final_20260807_073348_447.wav,2.96,16000,0.124476,0.9999,6.3e-05,0.5986,0.4014,21.33,52.0,1107.8,1347.6,likely_quiet
asr_final_20260807_075518_910.wav,2.96,16000,0.065755,0.9999,2.1e-05,0.4048,0.5952,35.27,14.2,620.9,706.8,likely_quiet
asr_final_20260807_075529_955.wav,2.96,16000,0.078679,0.9999,4.2e-05,0.3027,0.6973,34.78,-85.7,449.9,531.4,likely_quiet
asr_final_20260807_080118_845.wav,2.96,16000,0.049294,0.9998,2.1e-05,0.3673,0.6327,34.27,116.2,1206.7,1775.3,likely_quiet
asr_final_20260807_080126_277.wav,2.96,16000,0.045852,0.8001,0.0,0.2721,0.7279,34.42,6.9,1360.4,1606.8,likely_quiet
asr_final_20260807_080216_862.wav,2.96,16000,0.125955,0.9999,2.1e-05,0.6293,0.3707,30.12,-74.0,884.3,1347.0,likely_quiet
asr_final_20260807_080219_802.wav,2.56,16000,0.064882,0.9989,0.0,0.7244,0.2756,41.86,-115.7,786.2,1189.8,likely_quiet
asr_final_20260807_080226_679.wav,3.216,16000,0.109678,0.9999,5.8e-05,0.6312,0.3688,33.24,-57.5,786.0,1177.5,likely_quiet
asr_final_20260807_080318_660.wav,2.96,16000,0.05899,0.5146,0.0,0.7109,0.2891,38.35,-14.9,795.3,1044.6,likely_quiet
asr_final_20260807_080349_795.wav,2.96,16000,0.092869,0.9992,4.2e-05,0.2007,0.7993,54.65,-222.1,624.1,600.3,likely_quiet
asr_final_20260807_080552_535.wav,2.96,16000,0.045816,0.5075,0.0,0.7109,0.2891,25.08,103.8,700.2,818.9,likely_quiet
asr_final_20260807_081110_849.wav,2.96,16000,0.075866,1.0,8.4e-05,0.3129,0.6871,40.23,-85.1,831.8,1823.3,likely_quiet
asr_final_20260807_081437_755.wav,2.96,16000,0.204017,1.0,0.000169,0.5952,0.4048,44.12,-0.1,719.9,940.5,likely_quiet
asr_final_20260807_083213_231.wav,3.216,16000,0.101794,0.9802,0.0,0.4062,0.5938,41.71,-40.1,785.6,906.1,likely_quiet
asr_final_20260807_083356_121.wav,2.96,16000,0.179932,0.9999,0.000169,0.5748,0.4252,45.65,-74.1,872.5,1076.0,likely_quiet
asr_final_20260807_083543_403.wav,2.96,16000,0.113186,1.0,4.2e-05,0.6667,0.3333,43.38,-11.5,415.4,477.7,likely_quiet
asr_final_20260807_083554_906.wav,2.96,16000,0.047748,0.6972,0.0,0.6871,0.3129,44.35,9.1,691.9,813.9,likely_quiet
asr_final_20260807_084915_084.wav,2.96,16000,0.066762,0.9852,0.0,0.3503,0.6497,33.04,-68.2,671.6,709.5,likely_quiet
asr_final_20260807_085018_597.wav,2.96,16000,0.141585,0.9999,0.000106,0.5,0.5,37.2,65.7,797.2,867.9,likely_quiet
asr_final_20260807_085107_249.wav,2.96,16000,0.209722,0.9999,0.000127,0.6497,0.3503,47.32,-9.7,587.1,873.6,likely_quiet
asr_final_20260807_085120_034.wav,2.96,16000,0.057825,0.7353,0.0,0.8197,0.1803,64.74,194.6,534.4,644.3,likely_quiet
asr_final_20260807_085139_794.wav,3.984,16000,0.05339,0.4195,0.0,0.7753,0.2247,26.21,52.4,800.7,987.7,likely_quiet
asr_final_20260807_085903_704.wav,1.536,16000,0.300773,1.0,0.000326,0.7961,0.2039,22.65,131.6,1011.5,1358.7,likely_quiet
asr_final_20260807_085917_955.wav,1.424,16000,0.22452,0.9283,0.0,0.7,0.3,71.32,-636.8,692.0,1080.8,likely_quiet
asr_final_20260807_085931_889.wav,5.264,16000,0.264004,0.958,0.0,0.813,0.187,24.12,182.2,847.0,1287.2,likely_quiet
asr_final_20260807_085944_268.wav,2.048,16000,0.22583,0.9382,0.0,0.7291,0.2709,73.22,-637.0,1120.3,1440.4,likely_quiet
asr_final_20260807_085947_944.wav,2.56,16000,0.106918,0.8898,0.0,0.2244,0.7756,90.49,-436.5,969.3,1326.6,likely_quiet
asr_final_20260807_093051_564.wav,7.312,16000,0.171203,1.0,0.000231,0.6996,0.3004,44.9,-162.3,576.6,635.9,likely_quiet
asr_final_20260807_093054_443.wav,2.56,16000,0.271479,1.0,0.000293,0.8583,0.1417,44.51,-300.8,567.1,647.7,likely_quiet
asr_final_20260807_093100_822.wav,2.96,16000,0.082998,0.9987,0.0,0.5068,0.4932,75.13,-339.9,625.8,871.6,likely_quiet
asr_final_20260807_093355_318.wav,2.96,16000,0.04437,0.4455,0.0,0.5,0.5,64.8,-236.4,516.0,627.7,likely_quiet
asr_final_20260807_094156_128.wav,2.96,16000,0.068976,0.7537,0.0,0.7993,0.2007,32.51,95.4,600.8,663.9,likely_quiet
asr_final_20260807_094800_672.wav,2.96,16000,0.063628,0.9175,0.0,0.6599,0.3401,27.5,82.8,798.3,1119.9,likely_quiet
asr_final_20260807_094910_051.wav,5.52,16000,0.082944,0.8968,0.0,0.6564,0.3436,17.59,36.3,876.5,1248.0,likely_farfield_or_muffled
asr_final_20260807_095328_907.wav,2.96,16000,0.226693,1.0,0.000274,0.7381,0.2619,40.05,154.3,762.6,989.9,likely_quiet
asr_final_20260807_095333_969.wav,2.96,16000,0.191915,0.9999,0.000148,0.5136,0.4864,59.01,-153.4,826.7,1003.0,likely_quiet
asr_final_20260807_095337_311.wav,2.96,16000,0.203685,1.0,0.000148,0.7483,0.2517,54.65,-119.3,748.0,912.5,likely_quiet
asr_final_20260807_095346_515.wav,2.96,16000,0.12043,0.9274,0.0,0.8435,0.1565,54.78,92.7,818.3,1098.3,likely_quiet
asr_final_20260807_100028_920.wav,2.96,16000,0.095384,0.9999,4.2e-05,0.4558,0.5442,50.96,-293.9,670.3,846.6,likely_quiet
asr_final_20260807_101857_903.wav,2.96,16000,0.126434,0.9996,2.1e-05,0.551,0.449,25.06,14.7,715.2,1085.1,likely_quiet
asr_final_20260807_102148_679.wav,2.96,16000,0.190492,1.0,0.000253,0.6667,0.3333,26.68,157.6,1100.5,1450.7,likely_quiet
asr_final_20260807_102221_879.wav,2.96,16000,0.045226,0.5439,0.0,0.6463,0.3537,56.49,5.5,924.0,1204.4,likely_quiet
asr_final_20260807_102341_548.wav,2.96,16000,0.048295,0.65,0.0,0.5306,0.4694,60.64,-34.9,731.2,1022.3,likely_quiet
asr_final_20260807_102345_091.wav,2.96,16000,0.034048,0.4633,0.0,0.5408,0.4592,47.45,33.6,626.1,771.6,likely_quiet
asr_final_20260807_103209_882.wav,2.96,16000,0.115596,0.9984,0.0,0.6701,0.3299,42.67,-170.2,778.3,1113.5,likely_quiet
asr_final_20260807_103233_490.wav,4.496,16000,0.114809,0.9999,4.2e-05,0.6562,0.3438,28.69,-29.9,776.0,857.2,likely_quiet
asr_final_20260807_103624_360.wav,2.96,16000,0.043141,0.666,0.0,0.619,0.381,26.66,39.3,879.5,1064.9,likely_quiet
asr_final_20260807_103716_438.wav,2.96,16000,0.107348,0.9996,2.1e-05,0.2245,0.7755,53.08,212.7,911.7,1062.5,likely_quiet
asr_final_20260807_103924_661.wav,5.776,16000,0.125359,0.9999,2.2e-05,0.6372,0.3628,52.74,-219.9,756.5,1133.7,likely_quiet
asr_final_20260807_103931_075.wav,2.96,16000,0.142193,0.9996,2.1e-05,0.6463,0.3537,20.72,-14.4,735.9,1331.8,likely_quiet
asr_final_20260807_103933_887.wav,2.56,16000,0.101485,0.7458,0.0,0.5591,0.4409,15.39,32.4,595.7,542.6,likely_farfield_or_muffled
asr_final_20260807_103936_665.wav,2.56,16000,0.059411,0.5602,0.0,0.5591,0.4409,21.71,-23.0,942.0,1403.9,likely_quiet
asr_final_20260807_105220_755.wav,2.96,16000,0.048596,0.6469,0.0,0.4388,0.5612,44.45,-75.1,772.3,1090.2,likely_quiet
asr_final_20260807_110401_005.wav,2.96,16000,0.136825,0.9999,4.2e-05,0.2687,0.7313,53.05,-200.6,815.3,856.1,likely_quiet
asr_final_20260807_111201_663.wav,2.96,16000,0.167078,0.9998,4.2e-05,0.8163,0.1837,37.92,-92.5,706.2,965.9,likely_quiet
asr_final_20260807_111308_044.wav,2.96,16000,0.22936,1.0,0.000148,0.8095,0.1905,40.53,-9.0,444.5,553.0,likely_quiet
asr_final_20260807_112121_071.wav,2.96,16000,0.066014,0.9992,2.1e-05,0.3469,0.6531,49.12,-93.4,581.0,607.1,likely_quiet
asr_final_20260807_112223_317.wav,4.496,16000,0.085081,0.9796,0.0,0.5067,0.4933,15.74,-26.0,923.9,1181.0,likely_moderate
asr_final_20260807_112645_888.wav,2.96,16000,0.106899,0.9992,4.2e-05,0.6259,0.3741,37.3,16.7,696.3,920.6,likely_quiet
asr_final_20260807_112727_800.wav,2.96,16000,0.068558,0.9992,2.1e-05,0.3571,0.6429,41.41,-81.6,776.6,937.2,likely_quiet
asr_final_20260807_112734_275.wav,2.96,16000,0.117799,1.0,0.00019,0.6497,0.3503,33.55,-169.6,695.4,736.1,likely_quiet
asr_final_20260807_112754_214.wav,5.008,16000,0.065554,0.9999,1.2e-05,0.7234,0.2766,32.28,15.3,1033.8,1519.4,likely_quiet
asr_final_20260807_112850_042.wav,2.96,16000,0.167602,0.9999,8.4e-05,0.7483,0.2517,38.65,296.5,742.8,1023.0,likely_quiet
asr_final_20260807_112946_851.wav,2.96,16000,0.121203,0.9999,2.1e-05,0.6769,0.3231,28.23,-34.5,454.5,461.1,likely_quiet
asr_final_20260807_113517_081.wav,3.216,16000,0.204083,0.9999,7.8e-05,0.7812,0.2188,41.09,-78.8,507.6,631.2,likely_quiet
asr_final_20260807_113521_474.wav,2.96,16000,0.07886,0.8443,0.0,0.5136,0.4864,57.96,-308.0,492.9,490.5,likely_quiet
asr_final_20260807_113538_102.wav,7.312,16000,0.121111,1.0,2.6e-05,0.7737,0.2263,63.02,-59.5,559.4,609.3,likely_quiet
asr_final_20260807_113725_395.wav,2.96,16000,0.060683,0.6898,0.0,0.8367,0.1633,75.25,,643.8,969.3,likely_quiet
asr_final_20260807_113731_954.wav,2.96,16000,0.108506,0.9993,2.1e-05,0.7245,0.2755,54.84,-337.9,704.9,954.4,likely_quiet
asr_final_20260807_113742_195.wav,2.96,16000,0.05644,0.8406,0.0,0.4626,0.5374,65.53,-18.2,645.9,905.1,likely_quiet
asr_final_20260807_113748_359.wav,2.96,16000,0.052647,0.5867,0.0,0.6224,0.3776,27.94,-95.5,653.7,789.9,likely_quiet
asr_final_20260807_113758_611.wav,2.96,16000,0.046981,0.704,0.0,0.3265,0.6735,68.91,-27.8,636.3,780.4,likely_quiet
asr_final_20260807_113801_486.wav,2.56,16000,0.103147,0.7882,0.0,0.626,0.374,25.83,141.3,578.8,744.5,likely_quiet
asr_final_20260807_113815_092.wav,2.96,16000,0.112963,0.998,0.0,0.5136,0.4864,29.41,-20.6,791.9,1059.1,likely_quiet
asr_final_20260807_113819_096.wav,2.96,16000,0.07073,0.8409,0.0,0.551,0.449,67.49,-228.5,750.3,940.2,likely_quiet
asr_final_20260807_114139_076.wav,3.728,16000,0.049084,1.0,1.7e-05,0.2075,0.7925,55.09,-184.7,474.3,595.5,likely_quiet
asr_final_20260807_114146_508.wav,2.96,16000,0.052612,0.547,0.0,0.4932,0.5068,47.4,-128.8,678.8,811.5,likely_quiet
asr_final_20260807_114927_080.wav,2.96,16000,0.123377,1.0,0.000127,0.1905,0.8095,51.55,-47.5,345.5,346.6,likely_quiet
asr_final_20260807_115623_741.wav,2.96,16000,0.162935,1.0,6.3e-05,0.6327,0.3673,28.72,4.9,865.8,1092.6,likely_quiet
asr_final_20260807_115629_889.wav,2.96,16000,0.098485,0.9999,6.3e-05,0.5068,0.4932,45.35,33.2,1000.6,1326.0,likely_quiet
asr_final_20260807_115645_066.wav,2.96,16000,0.152636,0.9999,6.3e-05,0.5578,0.4422,46.17,-249.7,873.8,1137.2,likely_quiet
asr_final_20260807_120000_520.wav,2.96,16000,0.127219,1.0,8.4e-05,0.6429,0.3571,47.84,-70.2,894.9,1061.8,likely_quiet
asr_final_20260807_121940_741.wav,2.96,16000,0.087171,0.9998,2.1e-05,0.6803,0.3197,38.95,89.6,876.9,1143.2,likely_quiet
asr_final_20260807_122333_490.wav,3.216,16000,0.190911,0.9995,3.9e-05,0.875,0.125,53.94,,753.7,1118.8,likely_quiet
asr_final_20260807_122341_075.wav,3.216,16000,0.073321,0.8752,0.0,0.5156,0.4844,49.71,-49.2,608.7,635.0,likely_quiet
asr_final_20260807_122452_210.wav,4.752,16000,0.139127,1.0,3.9e-05,0.4947,0.5053,22.77,48.3,545.2,690.7,likely_quiet
asr_final_20260807_122856_452.wav,2.96,16000,0.075036,0.8426,0.0,0.6429,0.3571,48.4,-198.4,580.9,643.2,likely_quiet
asr_final_20260807_122920_347.wav,2.96,16000,0.066886,0.9154,0.0,0.483,0.517,38.93,-126.4,858.7,1315.5,likely_quiet
asr_final_20260807_123129_627.wav,2.96,16000,0.066028,0.603,0.0,0.6701,0.3299,29.41,101.4,862.5,1454.4,likely_quiet
asr_final_20260807_125448_586.wav,2.96,16000,0.095459,0.9999,2.1e-05,0.3367,0.6633,58.74,-250.6,685.8,886.5,likely_quiet
asr_final_20260807_130311_077.wav,2.96,16000,0.075801,1.0,2.1e-05,0.466,0.534,23.5,-27.1,742.0,636.5,likely_quiet
asr_final_20260807_130436_106.wav,2.96,16000,0.092044,0.9999,6.3e-05,0.6327,0.3673,42.52,-103.7,861.6,1171.6,likely_quiet
asr_final_20260807_130729_315.wav,2.96,16000,0.102894,1.0,8.4e-05,0.5782,0.4218,58.83,72.8,802.7,1157.8,likely_quiet
asr_final_20260807_131033_475.wav,2.96,16000,0.056101,0.6475,0.0,0.5782,0.4218,33.58,154.0,373.4,548.0,likely_quiet
asr_final_20260807_131148_755.wav,2.96,16000,0.068544,0.5657,0.0,0.8231,0.1769,49.28,109.1,716.8,929.7,likely_quiet
asr_final_20260807_131234_585.wav,2.96,16000,0.061748,0.879,0.0,0.5544,0.4456,52.59,-164.7,765.3,806.8,likely_quiet
asr_final_20260807_131311_147.wav,5.008,16000,0.112657,0.9995,1.2e-05,0.5972,0.4028,58.34,-324.3,607.6,806.9,likely_quiet
asr_final_20260807_131313_954.wav,2.56,16000,0.096615,0.8618,0.0,0.7992,0.2008,50.7,-205.1,827.2,1335.9,likely_quiet
asr_final_20260807_131523_409.wav,2.96,16000,0.068552,0.5432,0.0,0.6633,0.3367,42.05,35.1,657.7,816.9,likely_quiet
asr_final_20260807_131529_876.wav,2.96,16000,0.093176,0.998,0.0,0.3469,0.6531,53.03,63.6,684.6,897.0,likely_quiet
asr_final_20260807_131717_888.wav,2.96,16000,0.042497,0.787,0.0,0.381,0.619,45.66,-66.8,549.4,515.2,likely_quiet
asr_final_20260807_132044_020.wav,3.216,16000,0.044853,0.9824,0.0,0.2687,0.7312,48.58,-116.5,660.5,917.6,likely_quiet
asr_final_20260807_132055_555.wav,3.216,16000,0.116457,0.9755,0.0,0.5875,0.4125,46.48,-22.0,663.4,865.7,likely_quiet
asr_final_20260807_132104_503.wav,2.96,16000,0.063439,0.646,0.0,0.4218,0.5782,13.77,-16.7,736.4,843.2,likely_farfield_or_muffled
asr_final_20260807_132205_318.wav,2.96,16000,0.071228,0.9999,2.1e-05,0.3537,0.6463,48.49,-120.7,711.9,1108.1,likely_quiet
asr_final_20260807_132208_435.wav,2.816,16000,0.061511,0.4678,0.0,0.6036,0.3964,40.95,-180.5,693.8,953.5,likely_quiet
asr_final_20260807_132404_121.wav,2.96,16000,0.151336,0.9995,2.1e-05,0.2959,0.7041,46.01,-125.7,632.5,686.8,likely_quiet
asr_final_20260807_133009_169.wav,4.24,16000,0.061801,0.6628,0.0,0.6896,0.3104,40.39,-19.4,925.8,1268.9,likely_quiet
asr_final_20260807_133056_106.wav,2.96,16000,0.070851,0.9936,0.0,0.602,0.398,27.9,-32.9,765.4,837.2,likely_quiet
asr_final_20260807_133136_756.wav,2.96,16000,0.109748,0.9933,0.0,0.6905,0.3095,26.09,105.6,880.6,1089.5,likely_quiet
asr_final_20260807_133139_810.wav,2.816,16000,0.194763,0.9999,0.000111,0.575,0.425,21.1,-5.4,536.5,611.9,likely_quiet
asr_final_20260807_133240_041.wav,2.96,16000,0.050199,0.6073,0.0,0.7585,0.2415,42.14,168.9,958.5,1002.0,likely_quiet
asr_final_20260807_133259_712.wav,2.96,16000,0.107135,0.9977,0.0,0.6633,0.3367,40.52,-32.5,760.5,844.9,likely_quiet
asr_final_20260807_133505_076.wav,2.96,16000,0.053923,0.7193,0.0,0.6633,0.3367,41.81,63.6,1029.9,1437.5,likely_quiet
asr_final_20260807_133615_075.wav,2.96,16000,0.158819,0.9998,4.2e-05,0.8163,0.1837,44.96,-32.9,724.2,974.7,likely_quiet
asr_final_20260807_133619_955.wav,4.608,16000,0.143389,0.9999,5.4e-05,0.8083,0.1917,51.5,-246.3,702.1,854.8,likely_quiet
asr_final_20260807_133645_222.wav,2.96,16000,0.0784,0.8891,0.0,0.5204,0.4796,50.63,-266.2,588.1,768.2,likely_quiet
asr_final_20260807_133710_130.wav,2.96,16000,0.062275,0.8015,0.0,0.6667,0.3333,35.96,259.6,740.3,1058.8,likely_quiet
asr_final_20260807_133958_513.wav,2.96,16000,0.133538,0.9639,0.0,0.7891,0.2109,39.99,-123.6,701.4,1061.1,likely_quiet
asr_final_20260807_134001_401.wav,2.56,16000,0.15689,0.9919,0.0,0.6654,0.3346,17.85,30.9,645.0,869.5,likely_farfield_or_muffled
asr_final_20260807_134009_962.wav,5.52,16000,0.069483,0.9847,0.0,0.4673,0.5327,49.71,-34.7,814.3,866.8,likely_quiet
asr_final_20260807_134151_879.wav,5.008,16000,0.165797,1.0,7.5e-05,0.6553,0.3447,44.33,-69.7,737.9,1024.8,likely_quiet
asr_final_20260807_134159_378.wav,3.216,16000,0.045788,0.7225,0.0,0.7219,0.2781,38.99,76.0,792.4,949.3,likely_quiet
asr_final_20260807_134517_163.wav,2.96,16000,0.056187,0.835,0.0,0.4966,0.5034,49.45,-154.1,840.2,1098.6,likely_quiet
asr_final_20260807_134609_246.wav,2.96,16000,0.101199,0.9282,0.0,0.7007,0.2993,33.89,94.5,574.2,741.9,likely_quiet
asr_final_20260807_134615_810.wav,2.96,16000,0.128432,0.9999,0.000106,0.7789,0.2211,37.41,41.0,698.8,973.6,likely_quiet
asr_final_20260807_135352_606.wav,2.96,16000,0.03957,0.7451,0.0,0.568,0.432,43.07,-179.3,811.4,1114.5,likely_quiet
asr_final_20260807_144930_837.wav,2.56,16000,0.06419,0.4394,0.0,0.6535,0.3465,24.97,139.0,610.7,856.2,likely_quiet
asr_final_20260807_145028_664.wav,2.96,16000,0.071776,0.5182,0.0,0.602,0.398,18.87,139.5,723.1,1058.1,likely_farfield_or_muffled
asr_final_20260807_145135_398.wav,2.96,16000,0.094421,0.9772,0.0,0.517,0.483,47.21,-54.2,965.9,1429.4,likely_quiet
asr_final_20260807_150528_741.wav,2.96,16000,0.046907,0.7213,0.0,0.2721,0.7279,45.49,155.1,900.8,930.4,likely_quiet
asr_final_20260807_151326_436.wav,2.96,16000,0.054344,1.0,2.1e-05,0.2177,0.7823,46.13,-82.2,758.4,880.1,likely_quiet
asr_final_20260807_152314_902.wav,2.96,16000,0.056801,0.9995,2.1e-05,0.2415,0.7585,44.91,-107.1,804.7,1057.4,likely_quiet
asr_final_20260807_154154_047.wav,2.96,16000,0.175029,0.9999,2.1e-05,0.7823,0.2177,38.41,3.3,584.0,830.1,likely_quiet
asr_final_20260807_154158_682.wav,2.96,16000,0.135819,0.9782,0.0,0.6803,0.3197,28.67,69.0,635.9,1050.3,likely_quiet
asr_final_20260807_154204_277.wav,2.96,16000,0.096908,0.7843,0.0,0.8129,0.1871,47.4,180.3,663.9,853.0,likely_quiet
asr_final_20260807_154239_937.wav,2.96,16000,0.123293,0.9298,0.0,0.1939,0.8061,76.53,-486.8,499.2,562.8,likely_quiet
asr_final_20260807_154301_948.wav,5.776,16000,0.110942,0.8412,0.0,0.6875,0.3125,44.02,207.3,563.5,660.5,likely_quiet
asr_final_20260807_155123_942.wav,5.264,16000,0.112001,0.9992,4.7e-05,0.4981,0.5019,22.89,145.7,496.2,508.7,likely_quiet
asr_final_20260807_155154_840.wav,2.96,16000,0.128663,0.9986,0.0,0.8605,0.1395,29.38,178.9,388.5,769.6,likely_quiet
asr_final_20260807_162924_520.wav,2.96,16000,0.074265,0.9998,2.1e-05,0.3367,0.6633,43.45,30.4,760.3,958.4,likely_quiet
asr_final_20260807_163645_800.wav,2.96,16000,0.148994,1.0,0.000148,0.6667,0.3333,29.21,168.7,570.9,808.1,likely_quiet
asr_final_20260807_164449_635.wav,2.96,16000,0.04596,0.7684,0.0,0.5612,0.4388,32.47,77.5,348.5,480.1,likely_quiet
asr_final_20260807_165138_506.wav,2.96,16000,0.03926,0.4586,0.0,0.4558,0.5442,23.55,38.9,637.6,808.8,likely_quiet
asr_final_20260807_165144_424.wav,2.96,16000,0.082252,0.9052,0.0,0.3163,0.6837,37.54,-46.0,783.2,1563.5,likely_quiet
asr_final_20260807_165157_474.wav,2.96,16000,0.199744,1.0,0.000317,0.517,0.483,37.59,48.3,500.8,836.5,likely_quiet
asr_final_20260807_165200_265.wav,2.56,16000,0.166885,0.9999,0.000146,0.6142,0.3858,43.82,-211.1,877.7,1731.2,likely_quiet
asr_final_20260807_165207_222.wav,3.216,16000,0.210786,1.0,7.8e-05,0.7438,0.2562,21.28,1.2,628.9,917.9,likely_quiet
asr_final_20260807_165210_037.wav,2.56,16000,0.074274,0.996,0.0,0.5157,0.4843,53.83,-193.8,760.8,1212.9,likely_quiet
asr_final_20260807_165349_617.wav,2.96,16000,0.092993,0.861,0.0,0.6599,0.3401,55.47,-31.4,771.7,1053.7,likely_quiet
asr_final_20260807_165440_453.wav,2.96,16000,0.05242,0.5622,0.0,0.7823,0.2177,53.04,-498.7,820.0,1017.2,likely_quiet
